path,role,lines,module_description,imports,top_level_symbols
backend/app/services/llm_pricing.py,implementation/configuration,380,"Token → USD pricing, and honest capture of what a call actually used.",__future__; app.core.config; app.core.metrics; dataclasses; functools; json; re; structlog; typing,ModelPrice; CostEstimate; _overrides; reset_price_cache; resolve_price; estimate_cost; _record_unpriced; TokenUsage; _estimate_tokens; extract_token_usage
backend/app/services/local_embedder_guard.py,implementation/configuration,246,"Make ``AI_OFFLINE_MODE`` cover model **weights**, not just inference.",__future__; app.core.config; chromadb.utils.embedding_functions.onnx_mini_lm_l6_v2; pathlib; structlog; threading; typing,OfflineModelUnavailable; _configured_model_dir; _model_dir; model_present; acquisition_allowed; embedder_status; install_offline_embedder_guard; guard_installed
backend/app/services/memory_recall.py,implementation/configuration,286,Memory recall for the reasoning path (AI-F3).,__future__; app.models.postgres; app.services.agent_memory_service; app.services.analysis_corrections; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_date_of; _excerpt; _fetch_corrections; _fetch_prior_analyses; _fetch_similar; _fetch_quarantine; recall_failure_history; format_recall_lines; render_recall_report
backend/app/services/metrics_service.py,implementation/configuration,1045,Dashboard metrics aggregation service.,app.core.release_filter; app.models.postgres; app.services.cache_service; app.services.flaky_signals; app.services.release_defect_service; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio,count_open_critical_defects; _evaluated; _normalize_suite_name; _suite_match_clause; get_dashboard_summary; get_trend_data; _period_stats; _count_flaky_tests; _compute_readiness; classify_with_policy; _resolve_policy_for_project
backend/app/services/mfa_service.py,implementation/configuration,656,Multi-factor authentication (TOTP) + account lockout.,__future__; app.core.config; app.core.deps; app.core.security; app.models.postgres; app.services.secret_service; dataclasses; datetime; enum; hmac; logging; pyotp; re; secrets; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,SecretState; LoadedSecret; _secret_key; load_totp_secret; generate_totp_secret; build_otpauth_uri; normalize_totp_code; verify_totp; _format_recovery_code; normalize_recovery_code; generate_recovery_codes; issue_recovery_codes; count_unused_recovery_codes; consume_recovery_code; start_enrollment; confirm_enrollment; disable_mfa; is_sso_managed; MfaPolicy; _coerce_int; policy_from_dict; load_policy; save_policy; policy_requires_mfa; mfa_gate_applies; LoginRequirement; evaluate_login_requirement; _aware; locked_until; register_failed_attempt; register_successful_login; clear_lockout
backend/app/services/minio_sentinel.py,implementation/configuration,138,"The upload sentinel, read from storage by the ingestion task (re-audit N10).",__future__; app.db.storage; app.models.schemas; json; pydantic; typing,SentinelRefused; sentinel_key_problem; _is_missing; _read_capped; read_sentinel
backend/app/services/ml/__init__.py,implementation/configuration,1,ML-based analysis engine — LLM-free test intelligence using scikit-learn.,,
backend/app/services/ml/classifier.py,implementation/configuration,284,ML Classifier — scikit-learn HistGradientBoostingClassifier wrapper.,app.core.config; app.services.ml.feature_extractor; joblib; json; logging; pathlib; time; typing,MLClassifier; _load_model; _find_latest_model; _try_load; _model_contract_ok; _generate_summary; _default_actions
backend/app/services/ml/feature_extractor.py,implementation/configuration,196,ML Feature Extractor — builds a fixed-size numeric feature vector from test case data.,datetime; math; re; typing,extract_features; features_to_array
backend/app/services/ml/flaky_confidence.py,implementation/configuration,520,FLK-P3 — ML flakiness-confidence model.,__future__; app.core.config; app.db.postgres; app.models.postgres; app.services.flaky_signals; app.services.ml; datetime; joblib; json; logging; math; numpy; os; pathlib; sklearn.ensemble; sklearn.metrics; sklearn.model_selection; sqlalchemy; time; typing; uuid,_norm_status; _to_epoch; _failure_rate_trend; _run_interval_variance; build_flaky_feature_vector; flaky_features_to_array; FlakyConfidenceModel; _load_model; _find_latest_model; _try_load; _model_contract_ok; _reset_cache_for_tests; train_flaky_confidence_model; _gather_flaky_training_data
backend/app/services/ml/label_eval.py,implementation/configuration,190,Label-strategy comparison harness (AI-F1 eval evidence).,__future__; app.core.config; app.services.ml.classifier; app.services.ml.feature_extractor; app.services.ml.label_provenance; logging; numpy; sklearn.ensemble; sklearn.metrics; sklearn.model_selection; typing,compare_label_strategies
backend/app/services/ml/label_provenance.py,implementation/configuration,197,Label provenance taxonomy + training-set composition policy (AI-F1).,__future__; typing,provenance_for_feedback_source; resolve_feedback_label; apply_composition_policy; model_maturity_from_metadata
backend/app/services/ml/model_store.py,implementation/configuration,225,"Trained ML models, shared across pods through the object store (re-audit M14).",__future__; app.core.config; app.db.storage; asyncio; contextlib; os; pathlib; re; structlog; tempfile; time,_is_allowed_name; _prefix; _storage; publish; _sweep_stale_downloads; _write_atomically; _is_current; _same_content; sync_down; reset_sync_clock
backend/app/services/ml/summary_generator.py,implementation/configuration,62,ML-enhanced summary generator — produces 4-layer structured reports from,app.services.rules_engine; typing,MLSummaryGenerator
backend/app/services/ml/trainer.py,implementation/configuration,591,ML Model Trainer — trains classification models from labeled data.,app.core.config; app.db.postgres; app.services.ml; app.services.ml.classifier; app.services.ml.feature_extractor; app.services.ml.label_provenance; collections; datetime; joblib; json; logging; numpy; os; pathlib; sklearn.ensemble; sklearn.metrics; sklearn.model_selection; sqlalchemy; typing,get_training_sample_count; get_human_label_count; _compute_class_weights; _compute_sample_weights; train_classifier; _gather_training_data
backend/app/services/mock_generator.py,implementation/configuration,113,,json; random; time; typing; uuid; xml.dom; xml.etree.ElementTree,generate_mock_allure_results; generate_mock_testng_results
backend/app/services/model_registry.py,implementation/configuration,75,Redis-backed model registry for hot-swappable fine-tuned models.,app.db.redis_client; datetime; json; logging; typing,ModelRegistry
backend/app/services/model_router.py,implementation/configuration,226,"Pure per-capability model-tier routing (architecture E5.1, section 5.3).",__future__; app.services.agent_capability_registry; app.services.agent_config_resolver; app.services.step_llm_budget; dataclasses; typing,ModelChoice; EscalationDecision; _can_afford; _fallback; choose_model; _trigger_applies; decide_escalation; provenance
backend/app/services/model_status_service.py,implementation/configuration,352,Live model-presence and fallback-chain status (PMF US-13.2 — offline model pack).,__future__; app.core.config; app.core.http_client; app.services.llm_policy_service; app.services.ml.classifier; datetime; os; structlog; typing,probe_ollama; _normalise_tag; model_present; ollama_pull_command; _missing_model_reason; _ml_available; _llm_chain_entry; build_model_status
backend/app/services/notification/__init__.py,implementation/configuration,1,"Notification service package — email, Slack, and Microsoft Teams.",,
backend/app/services/notification/egress.py,implementation/configuration,311,Where a notification is allowed to be delivered under AI_OFFLINE_MODE.,__future__; app.core.config; app.core.http_client; app.db.postgres; app.services.integration_config_service; app.services.llm_egress; app.services.llm_policy_service; app.services.notification.email_service; asyncio; email.utils; logging; urllib.parse,OfflineEgressBlocked; _host_of; assert_delivery_allowed; _allow_listed; _domain_listed; assert_recipients_allowed; assert_recipients_allowed_async; delivery_http_client; assert_delivery_allowed_async; _configured_destinations; offline_destination_warnings
backend/app/services/notification/email_service.py,implementation/configuration,433,Async SMTP email delivery via aiosmtplib.,aiosmtplib; app.core.config; app.db.postgres; app.models.postgres; app.services.notification.egress; app.services.notification.email_templates; app.services.secret_service; datetime; email.mime.application; email.mime.multipart; email.mime.text; html; logging; sqlalchemy; typing; urllib.parse,get_smtp_config; _get_smtp_cfg; _safe_dashboard_url; _build_html; _build_executive_panel_section; _build_plain; smtp_host; _assert_smtp_allowed; send_notification; send_html_email; send_html_email_with_attachments
backend/app/services/notification/email_templates.py,implementation/configuration,169,Shared email template helpers — reusable HTML sections for all email types.,html,_e; render_executive_panel_email; render_metrics_strip_email; render_key_takeaways_email; render_action_items_email; render_release_signal_email
backend/app/services/notification/manager.py,implementation/configuration,1499,Notification manager — resolves preferences and dispatches to email/Slack/Teams.,app.core.config; app.db.postgres; app.models.postgres; app.services.integration_config_service; app.services.notification; app.services.notification_transitions; app.services.report_distribution_policy; asyncio; datetime; hashlib; logging; sqlalchemy; sqlalchemy.dialects.postgresql; typing; uuid,_recipient_may_see_project; _rows_whose_recipient_may_see_project; digest_owner_block_reason; _digest_rows_still_deliverable; _safe_withheld_body_prefix; _refresh_review_gated_delivery; _run_message; _ai_message; _enabled_global_webhook; preference_webhook; _notification_channel_value; _dispatch_to_channel; _build_notification_plans; _insert_scoped_notification_plans; _stage_scoped_preference_deliveries; stage_scoped_preference_deliveries; _load_and_notify; stage_team_notification_deliveries; stage_explicit_notification_deliveries; claim_pending_notification_deliveries; relay_pending_notification_deliveries; _per_run_events_enabled; dispatch_run_notifications; dispatch_ai_notifications; dispatch_ai_summary_notifications; send_test_notification
backend/app/services/notification/slack_service.py,implementation/configuration,172,Slack notifications via incoming webhooks (Block Kit).,app.services.notification.egress; logging,_build_blocks; send_notification
backend/app/services/notification/teams_service.py,implementation/configuration,166,Microsoft Teams notifications via incoming webhooks (Adaptive Cards).,app.services.notification.egress; logging,_build_adaptive_card; send_notification
backend/app/services/notification_routing.py,implementation/configuration,383,Ownership-routed transition notifications — PMF US-7.3.,__future__; app.db.postgres; app.models.postgres; app.services.notification; dataclasses; datetime; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,TeamChannelInfo; TransitionBatch; TeamBatch; load_team_channels; _safe_team_of; _cluster_majority_team; partition_transitions; render_unowned_note; send_to_team_channel; record_team_delivery_logs
backend/app/services/notification_service.py,implementation/configuration,241,Notification preference and history service.,__future__; app.core.deps; app.models.postgres; app.models.schemas; fastapi; sqlalchemy; sqlalchemy.ext.asyncio; uuid,authorize_preference_project; _bound_project; get_preference_or_404; list_preferences; upsert_preference; update_preference; delete_preference; list_notification_history; unread_notification_count; mark_notification_read; mark_all_notifications_read; resolve_notification_overrides
backend/app/services/notification_transitions.py,implementation/configuration,1096,Transition-based notification engine — PMF US-7.1 / US-7.2.,__future__; app.core.config; app.db.postgres; app.models.postgres; app.services; app.services.agent_investigation_service; app.services.github_pr_comment_service; app.services.notification.manager; app.services.notification_routing; app.services.ownership_resolver_service; dataclasses; sqlalchemy; sqlalchemy.dialects.postgresql; sqlalchemy.ext.asyncio; structlog; typing; uuid,TransitionOrderPending; _ensure_transition_order; EffectivePolicy; get_effective_policy; get_policy_row; upsert_policy; _load_or_seed_states; TransitionEvent; CaseOutcome; evaluate_case_transitions; ClusterGroup; group_newly_failing; render_transition_message; _dispatch_transition_events; evaluate_run_transitions; dispatch_quarantine_transitions
backend/app/services/nunit_parser.py,implementation/configuration,229,NUnit3 XML result parser (``nunit3-console`` / ``dotnet test --logger:nunit``).,__future__; defusedxml.ElementTree; logging; typing,_clean; _duration_ms; _map_status; _collect_tags; _outcome_step; _case_error; _walk_suites; parse_nunit_xml
backend/app/services/ocp_client.py,implementation/configuration,108,OpenShift / Kubernetes API client for pod metadata enrichment with retry.,app.core.config; app.core.http_client; app.services.resilience; logging; typing,get_pod_metadata; analyze_pod_events
backend/app/services/onboarding_service.py,implementation/configuration,369,Onboarding Service — manages setup wizard progress and usage event tracking.,__future__; app.core.config; app.models.postgres; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_build_default_status; _table_exists; get_onboarding_status; complete_step; skip_step; restore_step; auto_detect_progress; _auto_complete_if_pending; track_event; get_usage_events
backend/app/services/online_drift_service.py,implementation/configuration,309,Weekly confidence-interval drift gate (architecture E9.6 / G5).,__future__; app.models.postgres; app.services.agent_authority_lock; app.services.agent_capability_registry; app.services.eval_provenance_service; app.services.review_request_service; datetime; hashlib; json; math; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,wilson_interval; compare_rates; has_active_drift_pin; _evidence_hash; ensure_drift_review; _eval_counts; _review_counts; _incident_after_go_counts; evaluate_project_capability_drift; run_weekly_online_drift
backend/app/services/ownership_resolver_service.py,implementation/configuration,268,Ownership Resolver Service — resolves test→suite→component→service→team hierarchy.,__future__; app.models.postgres; app.services.agent_memory_service; dataclasses; fnmatch; logging; sqlalchemy; sqlalchemy.ext.asyncio; uuid,OwnershipResult; load_rules_for_project; _match_rule; resolve_test_ownership; resolve_cluster_ownership; _resolve_cluster_ownership_from_memory
backend/app/services/perf_regression_service.py,implementation/configuration,415,Performance / duration regression detection — Tier 2 item 10.,__future__; app.core.metrics; app.db.postgres; app.models.postgres; app.services.feature_flags; datetime; math; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,_load_refresh_cursor; _save_refresh_cursor; _feature_enabled; _welford_update; is_spike; record_observation; refresh_baselines; detect_spikes_for_run; list_top_baselines
backend/app/services/performance_budgets.py,implementation/configuration,214,Performance Budgets — codified latency and throughput targets (OPS-03-1).,__future__; dataclasses; typing,LatencyBudget; ThroughputBudget; get_budget; get_throughput_budget; get_all_budgets
backend/app/services/pipeline_budget_service.py,implementation/configuration,519,Durable run-level budget authority for decision-graph LLM stages.,__future__; app.services.agent_step_tracing; app.services.privacy_service; contextvars; dataclasses; datetime; math; typing,_PipelineBudgetContext; PipelineBudgetReservation; set_pipeline_budget_context; reset_pipeline_budget_context; get_pipeline_budget_context; append_provider_policy_audit; _finite_nonnegative; _normalise_budget; _validated_receipt; _validated_completed_receipt; _ledger; remaining_cost_usd; reserve_stage_in_metadata; queue_stage_settlement; retry_pending_stage_settlements; settle_stage_in_metadata; reconcile_reaped_pipeline_metadata; reconcile_pipeline_budget
backend/app/services/pipeline_cancellation.py,implementation/configuration,263,"Cancelling a pipeline run, and the race it has to win (architecture E7.4).",__future__; app.models.postgres; app.services.workflow_run_state; sqlalchemy; structlog; typing; uuid,PipelineCancelled; CancelOutcome; is_cancel_requested; raise_if_cancelled; request_cancel; terminalize_cancelled; _as_uuid
backend/app/services/pipeline_event_log.py,implementation/configuration,149,Immutable pipeline event log — append-only MongoDB collection.,app.db.mongo; asyncio; datetime; logging; typing,_record_dead_letter; emit_event; get_pipeline_timeline; get_pipeline_event_stats; get_event_log_health
backend/app/services/pipeline_lease.py,implementation/configuration,295,Leases and fencing tokens for agent pipeline runs (architecture E7.3).,__future__; app.db.postgres; app.models.postgres; asyncio; contextlib; dataclasses; datetime; os; socket; sqlalchemy; structlog; typing; uuid,LeaseLost; PipelineLease; new_owner; acquire_lease_fields; release_lease_fields; verify_lease; fence_or_raise; renew_lease; _as_uuid; held_lease
backend/app/services/pipeline_replay_service.py,implementation/configuration,292,Deterministic replay reconstruction for agent pipeline audit trails.,__future__; app.models.postgres; app.services.agent_memory_service; app.services.pipeline_event_log; app.services.workflow_run_state; datetime; hashlib; json; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_iso; _event_sort_key; _stage_sort_key; _hash_json; _normalize_event; _workflow_route_decisions; _synthesized_route_events; _stage_replay_metadata; _stage_summary; _event_counts; _memory_reference_sort_key; _memory_reference_id; _replay_memory_reference; _memory_references_for_replay; _load_pipeline_memory_references; _integrity_report; build_replay_integrity_summary; build_pipeline_replay
backend/app/services/pipeline_retry_config.py,implementation/configuration,156,"Does a manual retry resume, or start over? (architecture E7.4)",__future__; app.core.config; hashlib; json; typing,config_fingerprint; RetryPlan; decide_retry_mode
backend/app/services/placeholder_backfill_service.py,implementation/configuration,172,Retroactive placeholder synthesis for historical TestRuns.,__future__; app.models.postgres; hashlib; sqlalchemy; sqlalchemy.ext.asyncio; structlog; uuid,_placeholder_rows_for_run; backfill_placeholders_for_project; backfill_placeholders_all_projects
backend/app/services/playwright_parser.py,implementation/configuration,416,Playwright JSON reporter parser — Tier 1 item 1.,__future__; json; logging; typing,_map_step_status; _parse_pw_error; _result_errors; _parse_pw_steps; _result_step_tree; parse_playwright_json; _walk_suites; _build_suite_name; _normalize_test
backend/app/services/policy_evaluator_service.py,implementation/configuration,671,"Policy Evaluator Service — resolve, evaluate, and explain release gate policies.",__future__; app.core.config; app.core.metrics; app.models.postgres; app.services.criticality_service; copy; dataclasses; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio; uuid,RuleEvaluation; PolicyEvaluationResult; resolve_effective_policy; _extract_thresholds; _extract_weights; _extract_rules; _extract_kind_rules; _apply_kind_rules; escalate_recommendation; _count_release_decision; evaluate_policy; _eval_flaky_recurrence; _eval_open_defect_limit; _eval_dimension_ceiling; check_override_constraints
backend/app/services/policy_resolution.py,implementation/configuration,189,Key-wise policy resolution across scopes (S7b).,__future__; app.models.postgres; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,merge_documents; resolve_policy_layers; _active_policy; resolve_effective_document
backend/app/services/privacy_service.py,implementation/configuration,50,Privacy Enforcement Service — policy-mode wrappers for redaction.,app.services.redaction_service,sanitize_for_persistence; sanitize_for_logging; sanitize_for_llm; sanitize_for_report; sanitize_dict_for_persistence
backend/app/services/project_access_revocation_service.py,implementation/configuration,121,Credential lifecycle for a deleted project.,__future__; app.models.postgres; sqlalchemy; sqlalchemy.ext.asyncio; structlog,revoke_project_credentials; reconcile_deleted_project_credentials
backend/app/services/project_reset_service.py,implementation/configuration,231,Project-scoped data reset.,__future__; app.models.postgres; app.services.release_lifecycle_service; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,ConfirmationMismatch; ProjectNotFound; reset_project
backend/app/services/prompt_eval_recordings.json,implementation/configuration,223,,"
          }
        },
        {
          ",
backend/app/services/prompt_eval_recordings.py,implementation/configuration,477,Quality-gate prompt changes on scored model outputs (re-audit M16).,__future__; app.services.agent_eval_harness; app.services.eval_verdict; app.services.llm_factory; app.services.prompt_registry; argparse; asyncio; datetime; hashlib; json; langchain_core.messages; pathlib; re; sys; typing,_json_object; _score_classification; _score_regression_classification; _score_release_grounding; _score_prose_rubric; score_entry; outputs_digest; _provenance_problem; _keyed_recordings_problem; load_recordings; recording_key; recordings_verdict; check_recordings; render_messages; record; _record_with_llm; _echo; main
backend/app/services/prompt_manifest.json,implementation/configuration,154,,,
backend/app/services/prompt_manifest_eval.json,implementation/configuration,160,,,
backend/app/services/prompt_registry.py,implementation/configuration,1391,Versioned prompt registry — the single source of truth for LLM prompts (AI-F2).,__future__; app.db.postgres; app.services.ai_eval_service; app.services.eval_gate_service; app.services.eval_provenance_service; app.services.eval_verdict; app.services.golden_datasets; app.services.prompt_eval_recordings; argparse; ast; asyncio; dataclasses; datetime; hashlib; json; pathlib; sys; typing,content_hash; PromptDef; _register; get_prompt; get_prompt_text; registry_prompt_ids; prompt_versions_used; registry_versions; registry_digest; _load_mcp_templates; build_manifest_prompts; manifest_digest; attestation_watched_sources; load_manifest; load_attestation; check_manifest; check_attestation; _echo; _write_manifest; _offline_gate_results; _online_gate_result; _attest; main
backend/app/services/pytest_parser.py,implementation/configuration,187,pytest-json-report (`pytest --json-report`) parser (MRU-14).,__future__; json; logging; typing,parse_pytest_json; _normalize; _phase_steps; _split_nodeid
backend/app/services/quarantine_health_service.py,implementation/configuration,186,"Keep quarantine a loop, not a landfill.",__future__; app.services.flaky_signals; dataclasses; structlog; typing,QuarantineWarning; QuarantineHealth; evaluate_cap; signature_changed; evaluate_unmasking; summarize_health
backend/app/services/rag_eval_service.py,implementation/configuration,117,RAG evaluation and rollout status service (RAG-14).,__future__; app.models.postgres; app.services.feature_flags; sqlalchemy; sqlalchemy.ext.asyncio; structlog; uuid,get_rag_status; run_eval_for_batch
backend/app/services/rag_faithfulness_service.py,implementation/configuration,425,RAG faithfulness guardrails — Tier 2 item 9.,__future__; app.core.config; app.db.postgres; app.models.postgres; app.services.ai_config_resolver; app.services.feature_flags; app.services.llm_cost_reservation; app.services.llm_factory; app.services.rag_redaction_service; datasets; datetime; json; ragas; ragas.metrics; re; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,_feature_enabled; _resolve_backend; _active_llm_provider; _evaluate_via_ollama; _parse_score; _evaluate_via_ragas; evaluate; apply_evaluation; check_accept; gate_accept; persist_evaluation; list_needs_review
backend/app/services/rag_generation_service.py,implementation/configuration,550,RAG grounded test case generation service (RAG-8 / RAG-9).,__future__; app.core.config; app.models.postgres; app.services.async_utils; app.services.input_sanitizer; app.services.knowledge_source_service; app.services.rag_faithfulness_service; app.services.rag_redaction_service; app.services.rag_retrieval_service; app.services.test_case_ai_agent; app.services.test_case_lifecycle_service; app.services.test_management_audit_service; asyncio; dataclasses; datetime; hashlib; json; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,RagGenerationUnavailable; RagEvidenceUnavailable; CitationGroup; GroundedGenerationResult; grounded_generate; _build_grounded_prompt; _call_llm_generate; _stub_generated_cases; _cited_chunks_for_case; _build_citations; _case_text_for_faithfulness; _persist_cases; _map_coverage
backend/app/services/rag_redaction_service.py,implementation/configuration,93,RAG privacy and redaction controls (RAG-13).,__future__; re; urllib.parse,redact_prompt; redact_chunk_text; validate_document_upload; validate_url_scheme
backend/app/services/rag_retrieval_service.py,implementation/configuration,190,RAG retrieval service — query ChromaDB knowledge_chunks for relevant evidence (RAG-7).,__future__; app.models.postgres; app.services.feature_flags; app.services.knowledge_chunking_service; app.services.rag_redaction_service; asyncio; dataclasses; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,RetrievedChunk; retrieve_chunks; _parse_results
backend/app/services/rag_review_service.py,implementation/configuration,333,RAG batch review service — accept/reject generated cases (RAG-10).,__future__; app.core.deps; app.models.postgres; app.models.schemas; app.routers.test_management_shared; app.services.rag_faithfulness_service; app.services.test_case_lifecycle_service; app.services.test_management_audit_service; fastapi; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,_get_batch_or_404; _ensure_initial_undisposed_draft; get_batch_preview; accept_case; reject_case; bulk_accept
backend/app/services/rag_staleness_service.py,implementation/configuration,152,RAG staleness detection — mark cases stale when sources change (RAG-12).,__future__; app.models.postgres; datetime; sqlalchemy; sqlalchemy.ext.asyncio; structlog; uuid,mark_cases_stale_for_source; check_batch_staleness; dismiss_stale; get_stale_cases
backend/app/services/redaction_service.py,implementation/configuration,362,Unified redaction service — single source of truth for secret + PII scrubbing.,__future__; collections.abc; logging; re; typing,is_log_secret_name; redact_text; redact_log_message; redact_log_field; _redact_log_entry; _redact_log_container; redact_value; redact_dict; _redact_nested; redact_for_llm
backend/app/services/refresh_token_service.py,implementation/configuration,129,"Refresh token issuance, rotation, and replay detection.",__future__; app.core.security; app.models.postgres; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,RefreshTokenError; issue_refresh_token; rotate_refresh_token; _revoke_family
backend/app/services/regression_diff_service.py,implementation/configuration,105,Regression diff service — extracted from runs router (P3-9).,app.core.config; app.models.postgres; app.tools.fetch_build_changes; logging; sqlalchemy; sqlalchemy.ext.asyncio,compute_regression_diff
backend/app/services/release_attribution.py,implementation/configuration,243,"Rungs 3 and 4 of the attribution ladder, plus phase attribution.",__future__; app.models.postgres; datetime; fnmatch; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,_run_value; rule_matches; match_attribution_rule; match_cutoff_window; match_phase
backend/app/services/release_council_service.py,implementation/configuration,629,Release Council Service — deterministic context assembly for release decisions.,__future__; app.core.config; app.core.metrics; app.models.constants; app.models.postgres; app.models.schemas; app.services.criticality_service; app.services.metrics_service; app.services.policy_evaluator_service; datetime; fastapi; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_normalize_verdict; _worse_verdict; _apply_band_floor; _build_dimension_scores; assemble_input_snapshot; _synthesize_release_council; get_release_council; apply_override
backend/app/services/release_decision_webhook.py,implementation/configuration,287,``release.decided``: the outbound webhook for a written release decision.,__future__; app.db.mongo; app.db.postgres; app.models.postgres; app.services; app.services.decision_report_service; app.services.release_council_service; datetime; sqlalchemy; structlog; typing; uuid,_iso; delivery_scope; build_release_decided_payload; emit_release_decided
backend/app/services/release_defect_service.py,implementation/configuration,161,Which defects block a release (S7a).,__future__; app.models.postgres; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,blocking_defects; _affects; summarise_blocking; verdict_contribution; defects_for_release; assert_affects
backend/app/services/release_gate_decision_service.py,implementation/configuration,194,"Recording release-level gate verdicts, append-only (S6a-1).",__future__; app.models.postgres; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,current_decision; record_decision; decision_history; snapshot_is_self_contained
backend/app/services/release_gate_service.py,implementation/configuration,222,"Evaluating a release gate, and comparing it against its baseline (S6a-3).",__future__; app.models.postgres; app.services; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_worse_of; evaluate_release; compare_to_baseline; current_gate
backend/app/services/release_lifecycle_service.py,implementation/configuration,472,"The active-release invariant: every project has exactly one, at every moment.",__future__; app.models.postgres; app.services.release_sort_key; datetime; sqlalchemy; sqlalchemy.exc; sqlalchemy.ext.asyncio; structlog; typing; uuid,_current_active; resolve_active_release_at; _next_free_auto_name; _create_auto_release; get_or_create_active_release; ensure_active_release_for_new_project; _next_successor; activate_release; rotate_on_close; should_activate_on_create; find_projects_without_active_release
backend/app/services/release_linker.py,implementation/configuration,626,Shared helper: resolve a release by name (or create it) and link a test run to it.,app.models.postgres; app.services; app.services.release_sort_key; datetime; logging; sqlalchemy; sqlalchemy.exc; sqlalchemy.ext.asyncio; typing; uuid,_lookup_release; resolve_or_create_release; link_run_to_release; sync_primary_release; auto_link_release; default_release_name_for; get_or_create_default_release; _link_with_phase; link_run_or_default; find_primary_release_drift; find_releases_missing_sort_key; sync_release_sort_key
backend/app/services/release_outcome_service.py,implementation/configuration,74,Append-only release incident and rollback outcomes for G5 drift (E9.9).,__future__; app.models.postgres; datetime; sqlalchemy; sqlalchemy.ext.asyncio; uuid,record_outcome; list_release_outcomes; list_project_outcomes_between
backend/app/services/release_phase_gate_service.py,implementation/configuration,191,Phase gating — a verdict per phase of a release (S6b).,__future__; app.models.postgres; app.services; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,evaluate_phase; evaluate_all_phases; summarise_gate; _project_of; _as_layers
backend/app/services/release_policy_replay.py,implementation/configuration,221,Independent replay of a frozen release-policy decision snapshot.,__future__; app.db.postgres; app.models.postgres; app.services.criticality_service; app.services.policy_evaluator_service; math; sqlalchemy; types; typing; uuid,_check; _semantic_policy_result; replay_frozen_release_policy; compare_persisted_release_record
backend/app/services/release_rollup_service.py,implementation/configuration,526,"Per-test-latest rollup over a release's runs, and the verdict it supports.",__future__; app.models.postgres; dataclasses; sqlalchemy; sqlalchemy.ext.asyncio; types; typing; uuid,ReleaseRollup; _identity; _order_key; build_rollup; _normalise; decide; summarise; statuses_are_exhaustive
backend/app/services/release_service.py,implementation/configuration,1068,"Release lifecycle service — CRUD for releases, phases, and test-run links.",__future__; app.models.postgres; app.models.serializers; app.services; app.services.feature_flags; app.services.release_linker; app.services.release_sort_key; datetime; fastapi; sqlalchemy; sqlalchemy.ext.asyncio; sqlalchemy.orm; structlog; typing; uuid,get_release_or_404; get_phase_or_404; list_releases; _check_cutoff_window; resolve_baseline; create_release; serialize_created_release; get_release_details; update_release; delete_release; add_phase; _enforcement_enabled; _enforce_phase_gate; _audit_phase; _project_of_release; update_phase; delete_phase; link_test_run; unlink_test_run
backend/app/services/release_sort_key.py,implementation/configuration,152,A total order over release version strings.,__future__; re; typing,_text_band; compute_sort_key
backend/app/services/report_composition_service.py,implementation/configuration,180,Report Composition Service — transforms RunIntelligenceSnapshot into structured report sections.,__future__; app.models.postgres; app.services.report_export_sanitizer; dataclasses; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,ReportSection; ReportData; compose_report
backend/app/services/report_distribution_policy.py,implementation/configuration,627,"Whether an AI report may leave the system unreviewed (architecture E8.4, section 8.2).",__future__; app.core.config; app.db.postgres; app.models.postgres; app.models.schemas; app.services.access_audit_service; app.services.review_envelope; dataclasses; sqlalchemy; structlog; typing; uuid,DistributionDecision; gate_enforced; _as_uuid; _project_allows_drafts; decide_run_distribution; record_distribution; refusal_detail; apply_release_review_gate; release_review_projection; gate_release_decided_payload; gate_release_decided_delivery; _decide_envelope_distribution; gate_investigation_excerpt; gate_ai_summary_text; gate_release_verdict; gate_kind_labels; record_distribution_detached
